serialNo,name,date,amount,category
4703,VPN,2024-04-11,5378.52,Communication
4704,Football,2024-04-25,9174.53,Sports
4705,Fitness Class,2024-04-09,140.51,Sports
4706,Coat,2024-04-20,5067.28,Clothing
4707,Jacket,2024-04-06,8445.43,Clothing
4708,Snacks,2024-04-15,6783.36,Food
4709,Stationery,2024-04-23,7297.65,Education
4710,Cleaning,2024-04-13,1055.93,Home
4711,Electricity,2024-04-01,1251.89,Home
4712,Notebook,2024-04-17,3542.97,Education
4713,Electricity,2024-04-10,1305.85,Home
4714,Internet,2024-04-08,8484.02,Home
4715,Sports Event,2024-04-07,8509.95,Entertainment
4716,Scooter,2024-04-12,5518.12,Transportation
4717,Exam Fee,2024-04-25,986.61,Education
4718,Swimming,2024-04-18,2266.65,Sports
4719,Online Course,2024-04-03,2756.04,Education
4720,Medicine,2024-04-22,3146.37,Medical
4721,Eye Exam,2024-04-21,318.42,Medical
4722,Subscription,2024-04-22,1229.53,Communication
4723,Dress,2024-04-23,9338.49,Clothing
4724,Exam Fee,2024-04-18,5139.11,Education
4725,Online Course,2024-04-23,5100.45,Education
4726,Pen,2024-04-18,140.74,Education
4727,Football,2024-04-20,602.63,Sports
4728,Pen,2024-04-06,2250.31,Education
4729,Electricity,2024-04-21,9391.39,Home
4730,Fruits,2024-04-07,4430.21,Food
4731,Theater,2024-04-04,133.20,Entertainment
4732,Books,2024-04-17,2666.89,Education
4733,Train,2024-04-19,6070.63,Transportation
4734,Belt,2024-04-25,9302.51,Clothing
4735,Tuition,2024-04-22,4535.04,Education
4736,Doctor Visit,2024-04-08,5342.63,Medical
4737,Bus,2024-04-23,7014.40,Transportation
4738,Football,2024-04-12,9245.10,Sports
4739,Delivery,2024-04-08,7130.27,Food
4740,Fuel,2024-04-23,9226.86,Travel
4741,Bus,2024-04-20,4696.63,Transportation
4742,Groceries,2024-04-19,5016.87,Food
4743,Gas,2024-04-27,5702.51,Home
4744,Fuel,2024-04-23,6056.74,Travel
4745,Ride Sharing,2024-04-27,4927.24,Transportation
4746,Visa Fee,2024-04-14,5194.98,Travel
4747,Eye Exam,2024-04-18,433.81,Medical
4748,Appliance,2024-04-01,9735.39,Home
4749,Online Course,2024-04-04,3060.66,Education
4750,Therapy,2024-04-07,5835.81,Medical
4751,Cafe,2024-04-22,1000.20,Food
4752,Internet,2024-04-19,1472.81,Home
4753,Bank Fee,2024-04-06,1974.64,Others
4754,Train,2024-04-05,1351.02,Travel
4755,VPN,2024-04-08,2728.32,Communication
4756,Charity,2024-04-27,9938.29,Others
4757,Notebook,2024-04-17,4422.49,Education
4758,Notebook,2024-04-10,926.08,Education
4759,Books,2024-04-17,2560.95,Education
4760,Fuel,2024-04-13,8490.67,Travel
4761,Bank Fee,2024-04-01,1470.16,Others
4762,Belt,2024-04-27,1632.79,Clothing
4763,Charity,2024-04-18,6677.83,Others
4764,Lottery,2024-04-24,5244.79,Others
4765,Water Bill,2024-04-17,6967.55,Home
4766,Fitness Class,2024-04-28,6251.64,Sports
4767,Roaming,2024-04-18,1903.88,Communication
4768,Eye Exam,2024-04-18,3370.95,Medical
4769,Therapy,2024-04-20,169.36,Medical
4770,Flight,2024-04-27,5580.24,Travel
4771,Medicine,2024-04-10,5715.16,Medical
4772,Accessories,2024-04-03,7932.66,Others
4773,Fitness Class,2024-04-19,4480.97,Sports
4774,Basketball,2024-04-08,6412.39,Sports
4775,Football,2024-04-05,9776.30,Sports
4776,Storage,2024-04-13,9829.18,Others
4777,Toll,2024-04-21,9432.50,Travel
4778,Data Plan,2024-04-27,6494.29,Communication
4779,Train,2024-04-22,3777.53,Transportation
4780,Gas,2024-04-25,1844.23,Home
4781,Belt,2024-04-13,6984.30,Clothing
4782,Belt,2024-04-04,9633.06,Clothing
4783,Ride Sharing,2024-04-15,3887.99,Transportation
4784,Charity,2024-04-04,9610.09,Others
4785,Eye Exam,2024-04-23,6153.43,Medical
4786,Appliance,2024-04-05,6996.75,Home
4787,Ride Sharing,2024-04-02,9391.96,Transportation
4788,Bank Fee,2024-04-25,7376.86,Others
4789,Storage,2024-04-24,4974.68,Others
4790,Game,2024-04-05,2077.93,Entertainment
4791,Pet,2024-04-15,4824.84,Others
4792,Belt,2024-04-15,7813.42,Clothing
4793,Drinks,2024-04-25,3876.65,Food
4794,Electricity,2024-04-20,9008.37,Home
4795,Football,2024-04-12,5845.26,Sports
4796,Metro,2024-04-11,7092.61,Transportation
4797,Gas,2024-04-09,5562.23,Home
4798,Snacks,2024-04-12,8327.80,Food
4799,Postage,2024-04-09,2143.99,Communication
4800,Books,2024-04-12,4764.17,Education
4801,Health Check,2024-05-26,3463.84,Medical
4802,Notebook,2024-05-11,1796.90,Education
4803,Fruits,2024-05-18,7283.23,Food
4804,Surgery,2024-05-09,879.28,Medical
4805,Hospital Bill,2024-05-14,4223.18,Medical
4806,Backpack,2024-05-07,3887.65,Education
4807,Furniture,2024-05-03,8063.47,Home
4808,Cruise,2024-05-14,2321.75,Travel
4809,Cafe,2024-05-21,5081.72,Food
4810,Restaurant,2024-05-26,1243.55,Food
4811,Swimming,2024-05-02,2724.86,Sports
4812,Concert,2024-05-06,2114.91,Entertainment
4813,Stationery,2024-05-20,2182.92,Education
4814,Equipment,2024-05-12,7610.34,Sports
4815,Books,2024-05-17,8629.44,Education
4816,Roaming,2024-05-10,8560.34,Communication
4817,Scarf,2024-05-05,208.50,Clothing
4818,Hospital Bill,2024-05-22,9584.15,Medical
4819,Visa Fee,2024-05-12,1686.32,Travel
4820,Train,2024-05-15,8496.24,Transportation
4821,Roaming,2024-05-26,3329.82,Communication
4822,Delivery,2024-05-07,9591.90,Food
4823,Furniture,2024-05-04,4116.55,Home
4824,Streaming Service,2024-05-01,4632.98,Entertainment
4825,Accessories,2024-05-22,7059.43,Others
4826,Accessories,2024-05-11,736.86,Others
4827,Health Check,2024-05-25,2014.93,Medical
4828,Bank Fee,2024-05-05,6599.05,Others
4829,Shirt,2024-05-01,6212.05,Clothing
4830,Running,2024-05-11,1549.92,Sports
4831,Game,2024-05-28,3278.50,Entertainment
4832,Data Plan,2024-05-02,7873.53,Communication
4833,Lottery,2024-05-01,5622.64,Others
4834,Club,2024-05-13,1712.98,Entertainment
4835,Theater,2024-05-03,355.75,Entertainment
4836,Fuel,2024-05-23,1979.03,Travel
4837,Meat,2024-05-04,9194.69,Food
4838,Fast Food,2024-05-12,5481.46,Food
4839,Ride Sharing,2024-05-27,1556.66,Transportation
4840,Surgery,2024-05-02,5248.43,Medical
4841,Delivery,2024-05-25,8482.47,Food
4842,Donation,2024-05-21,2215.15,Others
4843,Parking,2024-05-15,8684.19,Transportation
4844,Notebook,2024-05-23,5083.97,Education
4845,Hospital Bill,2024-05-09,1251.08,Medical
4846,Stationery,2024-05-02,9200.84,Education
4847,Health Check,2024-05-07,8508.30,Medical
4848,Visa Fee,2024-05-07,8116.45,Travel
4849,Online Course,2024-05-07,9185.35,Education
4850,Seminar,2024-05-25,1439.68,Education
4851,Jeans,2024-05-15,2884.06,Clothing
4852,Calling Card,2024-05-23,4607.00,Communication
4853,Storage,2024-05-17,6011.33,Others
4854,Hotel,2024-05-24,5289.20,Travel
4855,Appliance,2024-05-01,1207.94,Home
4856,Shoes,2024-05-04,6232.15,Clothing
4857,Jacket,2024-05-03,1926.53,Clothing
4858,Dress,2024-05-03,6150.79,Clothing
4859,Pet,2024-05-18,4620.53,Others
4860,Stationery,2024-05-26,1551.43,Education
4861,Flight,2024-05-20,9629.91,Travel
4862,Music Festival,2024-05-15,4010.09,Entertainment
4863,Backpack,2024-05-06,5853.70,Education
4864,Cruise,2024-05-13,9916.71,Travel
4865,Cycling,2024-05-02,4639.69,Sports
4866,Cafe,2024-05-12,9729.90,Food
4867,SIM Card,2024-05-04,5102.12,Communication
4868,Backpack,2024-05-17,1645.85,Education
4869,Toll,2024-05-09,359.80,Transportation
4870,Cycling,2024-05-12,7667.17,Sports
4871,Snacks,2024-05-13,7590.40,Food
4872,Pet,2024-05-11,5643.96,Others
4873,Cycling,2024-05-23,9937.36,Sports
4874,Calling Card,2024-05-25,3528.88,Communication
4875,Postage,2024-05-23,3094.98,Communication
4876,Postage,2024-05-04,1654.09,Communication
4877,Jeans,2024-05-19,4124.18,Clothing
4878,Internet,2024-05-26,9836.82,Home
4879,Electricity,2024-05-10,3802.63,Home
4880,Appliance,2024-05-12,1450.85,Home
4881,Jeans,2024-05-19,8432.76,Clothing
4882,Dress,2024-05-12,9859.10,Clothing
4883,Fruits,2024-05-13,5821.48,Food
4884,Fuel,2024-05-08,4609.30,Transportation
4885,Appliance,2024-05-24,9403.16,Home
4886,Bicycle,2024-05-20,8138.45,Transportation
4887,Roaming,2024-05-08,2914.87,Communication
4888,SIM Card,2024-05-18,6362.53,Communication
4889,Online Course,2024-05-04,2985.61,Education
4890,Tennis,2024-05-18,6457.51,Sports
4891,Gift,2024-05-07,5338.77,Others
4892,Lottery,2024-05-27,1316.54,Others
4893,Taxi,2024-05-20,6534.45,Travel
4894,Online Course,2024-05-22,8659.49,Education
4895,Sports Event,2024-05-15,9432.26,Entertainment
4896,Accessories,2024-05-20,7130.60,Others
4897,Seminar,2024-05-06,1752.82,Education
4898,Postage,2024-05-21,1583.13,Communication
4899,Shoes,2024-05-26,7028.13,Clothing
4900,Belt,2024-05-17,4854.68,Clothing
4901,Gas,2024-06-26,8268.74,Home
4902,Visa Fee,2024-06-01,2047.27,Travel
4903,Mobile Recharge,2024-06-06,4169.75,Communication
4904,Basketball,2024-06-24,9590.25,Sports
4905,Eye Exam,2024-06-23,3861.67,Medical
4906,Internet,2024-06-10,3833.27,Communication
4907,Maintenance,2024-06-21,8314.66,Home
4908,Travel Insurance,2024-06-21,6687.31,Travel
4909,Visa Fee,2024-06-20,3562.31,Travel
4910,Internet,2024-06-24,3772.74,Home
4911,Karaoke,2024-06-17,1246.77,Entertainment
4912,Pet,2024-06-25,18.07,Others
4913,Phone Bill,2024-06-15,944.64,Communication
4914,Workshop,2024-06-21,9353.05,Education
4915,Karaoke,2024-06-21,387.16,Entertainment
4916,Visa Fee,2024-06-22,5780.37,Travel
4917,Scarf,2024-06-08,6152.59,Clothing
4918,Storage,2024-06-13,5325.93,Others
4919,Shirt,2024-06-14,734.39,Clothing
4920,Data Plan,2024-06-15,6624.03,Communication
4921,Phone Bill,2024-06-15,530.40,Communication
4922,Backpack,2024-06-16,3444.80,Education
4923,Train,2024-06-26,3176.20,Travel
4924,Roaming,2024-06-14,1515.06,Communication
4925,Sports Event,2024-06-27,918.24,Entertainment
4926,Therapy,2024-06-28,1912.38,Medical
4927,Belt,2024-06-17,1514.10,Clothing
4928,Shirt,2024-06-04,1609.42,Clothing
4929,Mobile Recharge,2024-06-17,1692.32,Communication
4930,Cycling,2024-06-22,4051.86,Sports
4931,Internet,2024-06-14,8170.94,Home
4932,Cruise,2024-06-21,7186.04,Travel
4933,Seminar,2024-06-23,2220.97,Education
4934,Eye Exam,2024-06-19,9511.56,Medical
4935,Scooter,2024-06-06,3327.04,Transportation
4936,Medicine,2024-06-18,8582.99,Medical
4937,Scarf,2024-06-24,8799.98,Clothing
4938,VPN,2024-06-10,8859.42,Communication
4939,Internet,2024-06-15,1651.37,Home
4940,Bicycle,2024-06-08,7183.26,Transportation
4941,Exam Fee,2024-06-20,3191.25,Education
4942,Internet,2024-06-14,1762.81,Communication
4943,Vegetables,2024-06-09,4313.77,Food
4944,Train,2024-06-12,9319.99,Travel
4945,Electricity,2024-06-08,5246.42,Home
4946,Snacks,2024-06-11,3381.48,Food
4947,Security,2024-06-24,7549.45,Others
4948,Amusement Park,2024-06-13,9726.25,Entertainment
4949,Basketball,2024-06-08,7646.83,Sports
4950,Bank Fee,2024-06-02,2428.32,Others
4951,Tuition,2024-06-08,3324.09,Education
4952,Shirt,2024-06-18,772.31,Clothing
4953,Hat,2024-06-15,9128.66,Clothing
4954,Health Check,2024-06-15,8086.70,Medical
4955,Cycling,2024-06-23,712.68,Sports
4956,Calling Card,2024-06-20,4576.26,Communication
4957,Cleaning,2024-06-19,9127.99,Home
4958,Taxi,2024-06-01,4896.11,Transportation
4959,Ride Sharing,2024-06-10,5037.24,Transportation
4960,Exam Fee,2024-06-15,915.44,Education
4961,Shoes,2024-06-06,2206.97,Clothing
4962,Cycling,2024-06-12,8586.51,Sports
4963,Tuition,2024-06-21,8332.54,Education
4964,Parking,2024-06-16,862.93,Transportation
4965,Amusement Park,2024-06-21,8406.07,Entertainment
4966,Socks,2024-06-08,7400.94,Clothing
4967,Dress,2024-06-13,8822.56,Clothing
4968,Swimming,2024-06-12,2725.24,Sports
4969,Snacks,2024-06-07,6162.98,Food
4970,Movie,2024-06-03,5184.64,Entertainment
4971,Amusement Park,2024-06-11,6472.44,Entertainment
4972,Dress,2024-06-01,7301.10,Clothing
4973,Toll,2024-06-03,5278.31,Transportation
4974,Exam Fee,2024-06-15,6188.78,Education
4975,Taxi,2024-06-25,2374.84,Travel
4976,Drinks,2024-06-22,478.18,Food
4977,Taxi,2024-06-07,7344.56,Travel
4978,Vegetables,2024-06-24,3860.85,Food
4979,Streaming Service,2024-06-22,2883.91,Entertainment
4980,Snacks,2024-06-23,9356.45,Food
4981,Furniture,2024-06-24,6002.86,Home
4982,Water Bill,2024-06-07,7920.89,Home
4983,Dress,2024-06-14,7287.83,Clothing
4984,Ride Sharing,2024-06-09,9395.03,Transportation
4985,Notebook,2024-06-26,6519.69,Education
4986,Security,2024-06-08,3675.07,Others
4987,Postage,2024-06-04,8028.77,Communication
4988,Gas,2024-06-18,8783.88,Home
4989,Karaoke,2024-06-08,9128.76,Entertainment
4990,Exam Fee,2024-06-19,4607.33,Education
4991,Flight,2024-06-17,4816.02,Travel
4992,Vegetables,2024-06-26,6869.61,Food
4993,Internet,2024-06-15,9240.42,Home
4994,Health Check,2024-06-23,1468.79,Medical
4995,Belt,2024-06-18,2392.47,Clothing
4996,Rental Car,2024-06-22,3305.36,Travel
4997,Vaccination,2024-06-04,5693.99,Medical
4998,Books,2024-06-11,7620.32,Education
4999,Cruise,2024-06-22,8982.83,Travel
5000,Lottery,2024-06-27,234.55,Others
5001,Meat,2024-07-17,2684.79,Food
5002,Sports Event,2024-07-04,6138.43,Entertainment
5003,Theater,2024-07-21,1242.45,Entertainment
5004,Dental Check,2024-07-18,4496.57,Medical
5005,Bus,2024-07-21,5399.92,Transportation
5006,Stationery,2024-07-18,2177.70,Education
5007,Ride Sharing,2024-07-20,2850.05,Transportation
5008,Fast Food,2024-07-05,218.18,Food
5009,Train,2024-07-09,1842.41,Transportation
5010,Dental Check,2024-07-14,9299.47,Medical
5011,Medicine,2024-07-12,9577.81,Medical
5012,Electricity,2024-07-05,1811.23,Home
5013,Bus,2024-07-14,1777.04,Transportation
5014,Accessories,2024-07-27,5528.80,Others
5015,Pen,2024-07-12,8705.74,Education
5016,Mobile Recharge,2024-07-06,1879.33,Communication
5017,Gift,2024-07-12,6940.66,Others
5018,Bicycle,2024-07-18,2147.32,Transportation
5019,Toll,2024-07-07,1562.09,Transportation
5020,Water Bill,2024-07-17,9342.72,Home
5021,Snacks,2024-07-25,5599.61,Food
5022,Cruise,2024-07-02,4974.03,Travel
5023,Notebook,2024-07-14,1099.91,Education
5024,Bicycle,2024-07-01,3189.12,Transportation
5025,Fast Food,2024-07-06,5460.83,Food
5026,Mortgage,2024-07-12,7253.64,Home
5027,Lottery,2024-07-14,9807.66,Others
5028,Fruits,2024-07-24,2664.45,Food
5029,Eye Exam,2024-07-12,4893.66,Medical
5030,Online Course,2024-07-21,6493.38,Education
5031,Laundry,2024-07-21,5433.62,Others
5032,Workshop,2024-07-24,4743.91,Education
5033,Medicine,2024-07-25,1419.76,Medical
5034,Surgery,2024-07-15,2389.33,Medical
5035,Furniture,2024-07-05,5065.24,Home
5036,Internet,2024-07-13,2548.47,Communication
5037,Cruise,2024-07-12,251.05,Travel
5038,Mobile Recharge,2024-07-13,8039.73,Communication
5039,Hotel,2024-07-18,4703.22,Travel
5040,Football,2024-07-15,1997.95,Sports
5041,Books,2024-07-18,3165.30,Education
5042,Amusement Park,2024-07-28,2863.81,Entertainment
5043,Visa Fee,2024-07-02,3704.87,Travel
5044,Dress,2024-07-07,3559.41,Clothing
5045,Meat,2024-07-20,1406.92,Food
5046,Laundry,2024-07-10,5249.68,Others
5047,Lottery,2024-07-13,9787.15,Others
5048,Storage,2024-07-27,4206.83,Others
5049,Fruits,2024-07-09,6894.59,Food
5050,Game,2024-07-04,5198.88,Entertainment
5051,Jacket,2024-07-23,7521.11,Clothing
5052,Charity,2024-07-24,389.02,Others
5053,SIM Card,2024-07-11,7332.45,Communication
5054,SIM Card,2024-07-27,6885.01,Communication
5055,Fitness Class,2024-07-03,2028.28,Sports
5056,Scooter,2024-07-15,4118.92,Transportation
5057,Restaurant,2024-07-01,8805.16,Food
5058,Laundry,2024-07-11,1138.20,Others
5059,Dental Check,2024-07-17,3527.97,Medical
5060,Gift,2024-07-05,3001.16,Others
5061,VPN,2024-07-10,453.37,Communication
5062,Shirt,2024-07-08,2072.02,Clothing
5063,Metro,2024-07-25,5345.39,Transportation
5064,SIM Card,2024-07-17,8039.20,Communication
5065,Game,2024-07-10,1188.44,Entertainment
5066,Hat,2024-07-11,6843.95,Clothing
5067,Jacket,2024-07-21,8610.43,Clothing
5068,Delivery,2024-07-21,8638.79,Food
5069,Coat,2024-07-06,8811.04,Clothing
5070,Lottery,2024-07-01,8791.29,Others
5071,Bank Fee,2024-07-09,8697.39,Others
5072,Accessories,2024-07-21,5826.88,Others
5073,Theater,2024-07-16,3566.96,Entertainment
5074,Surgery,2024-07-09,5008.54,Medical
5075,Online Course,2024-07-23,8963.70,Education
5076,Theater,2024-07-12,4151.12,Entertainment
5077,Vegetables,2024-07-09,2168.67,Food
5078,Movie,2024-07-25,8650.97,Entertainment
5079,Toll,2024-07-07,8466.23,Transportation
5080,Basketball,2024-07-06,676.39,Sports
5081,Delivery,2024-07-05,7899.41,Food
5082,Toll,2024-07-14,1636.39,Travel
5083,Football,2024-07-14,4464.52,Sports
5084,Basketball,2024-07-16,8805.04,Sports
5085,VPN,2024-07-24,2396.30,Communication
5086,Coat,2024-07-28,4072.73,Clothing
5087,Swimming,2024-07-25,9820.16,Sports
5088,Concert,2024-07-23,4311.09,Entertainment
5089,Furniture,2024-07-25,7739.74,Home
5090,Medicine,2024-07-06,6460.48,Medical
5091,Snacks,2024-07-16,552.96,Food
5092,Pen,2024-07-19,1947.59,Education
5093,Game,2024-07-25,1992.80,Entertainment
5094,Notebook,2024-07-22,8029.86,Education
5095,Fruits,2024-07-25,5660.36,Food
5096,Basketball,2024-07-10,8022.69,Sports
5097,Basketball,2024-07-05,2711.54,Sports
5098,Jacket,2024-07-27,3394.04,Clothing
5099,Notebook,2024-07-02,6660.10,Education
5100,Cafe,2024-07-11,8579.53,Food
5101,Meat,2024-08-02,5372.70,Food
5102,Online Course,2024-08-27,3625.71,Education
5103,Mortgage,2024-08-17,9836.23,Home
5104,Phone Bill,2024-08-07,7116.96,Communication
5105,Groceries,2024-08-26,386.48,Food
5106,Cruise,2024-08-09,6415.21,Travel
5107,Laundry,2024-08-18,1938.86,Others
5108,Bank Fee,2024-08-26,3286.69,Others
5109,Rent,2024-08-10,39.09,Home
5110,Calling Card,2024-08-15,2770.77,Communication
5111,Streaming Service,2024-08-10,7627.33,Entertainment
5112,Books,2024-08-25,7976.25,Education
5113,Pen,2024-08-11,6213.46,Education
5114,Gym,2024-08-28,9795.39,Sports
5115,SIM Card,2024-08-13,6117.61,Communication
5116,Concert,2024-08-11,1169.91,Entertainment
5117,Train,2024-08-20,6339.59,Transportation
5118,Online Course,2024-08-18,3976.65,Education
5119,Therapy,2024-08-10,3447.06,Medical
5120,Storage,2024-08-05,4611.91,Others
5121,Flight,2024-08-03,7481.43,Travel
5122,VPN,2024-08-26,8448.95,Communication
5123,Accessories,2024-08-27,4455.71,Others
5124,Dress,2024-08-16,2240.03,Clothing
5125,Charity,2024-08-09,2063.95,Others
5126,Shoes,2024-08-24,6470.52,Clothing
5127,Sports Event,2024-08-13,2144.54,Entertainment
5128,Parking,2024-08-10,1803.67,Transportation
5129,Phone Bill,2024-08-16,8364.61,Communication
5130,Yoga,2024-08-04,2508.10,Sports
5131,Yoga,2024-08-05,7656.38,Sports
5132,Restaurant,2024-08-08,3445.90,Food
5133,Running,2024-08-16,9453.10,Sports
5134,Seminar,2024-08-20,6487.28,Education
5135,Tuition,2024-08-24,6336.60,Education
5136,Travel Insurance,2024-08-13,2812.25,Travel
5137,Fitness Class,2024-08-25,7106.76,Sports
5138,Cruise,2024-08-18,6555.37,Travel
5139,Phone Bill,2024-08-17,5218.64,Communication
5140,Internet,2024-08-24,7327.45,Communication
5141,Scooter,2024-08-28,7368.39,Transportation
5142,Rent,2024-08-05,3399.74,Home
5143,Postage,2024-08-07,3574.01,Communication
5144,Online Course,2024-08-03,2245.22,Education
5145,Game,2024-08-07,7725.71,Entertainment
5146,Travel Insurance,2024-08-22,5933.49,Travel
5147,Subscription,2024-08-15,8290.92,Communication
5148,Movie,2024-08-25,3613.85,Entertainment
5149,Internet,2024-08-07,5157.58,Home
5150,Security,2024-08-13,4801.11,Others
5151,Roaming,2024-08-05,8062.37,Communication
5152,Snacks,2024-08-12,2552.62,Food
5153,Meat,2024-08-03,4470.25,Food
5154,Groceries,2024-08-15,7471.52,Food
5155,Ride Sharing,2024-08-16,2987.75,Transportation
5156,Books,2024-08-23,4240.28,Education
5157,Metro,2024-08-12,1023.16,Transportation
5158,Train,2024-08-03,6793.42,Travel
5159,Mortgage,2024-08-24,1885.39,Home
5160,Bicycle,2024-08-08,9143.82,Transportation
5161,Running,2024-08-27,3831.57,Sports
5162,Appliance,2024-08-14,8497.91,Home
5163,Seminar,2024-08-14,3119.17,Education
5164,Bus,2024-08-24,754.68,Transportation
5165,Taxi,2024-08-11,7798.01,Travel
5166,Cafe,2024-08-04,2081.73,Food
5167,Karaoke,2024-08-08,2264.90,Entertainment
5168,Hat,2024-08-11,1381.06,Clothing
5169,Data Plan,2024-08-02,4595.30,Communication
5170,Game,2024-08-11,3030.02,Entertainment
5171,Taxi,2024-08-24,2314.70,Transportation
5172,Charity,2024-08-15,9532.28,Others
5173,Internet,2024-08-14,3992.36,Communication
5174,Tennis,2024-08-12,650.66,Sports
5175,Tennis,2024-08-10,2185.57,Sports
5176,Appliance,2024-08-27,6467.69,Home
5177,SIM Card,2024-08-09,4805.93,Communication
5178,Toll,2024-08-21,9647.17,Transportation
5179,Hat,2024-08-22,8226.15,Clothing
5180,Gas,2024-08-21,2424.13,Home
5181,Basketball,2024-08-28,8935.24,Sports
5182,Phone Bill,2024-08-12,3801.33,Communication
5183,Cafe,2024-08-24,8049.58,Food
5184,Cleaning,2024-08-27,1836.75,Home
5185,Appliance,2024-08-19,6789.44,Home
5186,Gym,2024-08-24,8982.48,Sports
5187,Metro,2024-08-15,5468.14,Transportation
5188,Fitness Class,2024-08-20,7812.49,Sports
5189,Therapy,2024-08-22,4347.94,Medical
5190,Karaoke,2024-08-11,7991.41,Entertainment
5191,Fast Food,2024-08-15,7481.27,Food
5192,Shoes,2024-08-12,8283.47,Clothing
5193,Shirt,2024-08-28,48.37,Clothing
5194,Game,2024-08-26,1396.87,Entertainment
5195,Mortgage,2024-08-08,2076.30,Home
5196,Charity,2024-08-11,6534.16,Others
5197,Bicycle,2024-08-03,3398.37,Transportation
5198,Rental Car,2024-08-03,2119.12,Travel
5199,Football,2024-08-13,6594.88,Sports
5200,Streaming Service,2024-08-23,6426.77,Entertainment
5201,Sports Event,2024-09-20,1885.12,Entertainment
5202,Security,2024-09-02,1198.92,Others
5203,Internet,2024-09-15,2046.90,Home
5204,Mobile Recharge,2024-09-24,6594.25,Communication
5205,Yoga,2024-09-02,1220.48,Sports
5206,Furniture,2024-09-18,5527.39,Home
5207,Fast Food,2024-09-18,1106.58,Food
5208,Music Festival,2024-09-12,5821.18,Entertainment
5209,Accessories,2024-09-19,2882.80,Others
5210,Workshop,2024-09-13,3400.82,Education
5211,Internet,2024-09-08,8443.12,Home
5212,Internet,2024-09-15,4297.56,Home
5213,Appliance,2024-09-14,2496.33,Home
5214,Calling Card,2024-09-15,1474.60,Communication
5215,Medicine,2024-09-27,7945.80,Medical
5216,Medicine,2024-09-08,2899.66,Medical
5217,Rental Car,2024-09-23,3592.91,Travel
5218,Metro,2024-09-10,4536.84,Transportation
5219,Amusement Park,2024-09-23,301.34,Entertainment
5220,Gas,2024-09-10,469.93,Home
5221,Running,2024-09-05,7804.96,Sports
5222,Bank Fee,2024-09-06,4129.06,Others
5223,Socks,2024-09-17,848.23,Clothing
5224,Visa Fee,2024-09-07,8416.13,Travel
5225,Rental Car,2024-09-15,4199.85,Travel
5226,Online Course,2024-09-02,4681.24,Education
5227,Maintenance,2024-09-05,9622.17,Home
5228,Football,2024-09-19,2815.73,Sports
5229,Equipment,2024-09-24,2339.25,Sports
5230,Fuel,2024-09-15,8641.96,Travel
5231,Charity,2024-09-28,8621.21,Others
5232,Cafe,2024-09-02,6171.29,Food
5233,Dress,2024-09-17,2711.25,Clothing
5234,Gym,2024-09-04,2026.56,Sports
5235,Basketball,2024-09-27,7941.87,Sports
5236,Jacket,2024-09-19,7691.08,Clothing
5237,Surgery,2024-09-13,9985.24,Medical
5238,Delivery,2024-09-11,6467.22,Food
5239,Flight,2024-09-06,8553.07,Travel
5240,Calling Card,2024-09-24,2494.02,Communication
5241,Toll,2024-09-17,4877.57,Travel
5242,Calling Card,2024-09-06,5310.74,Communication
5243,Scarf,2024-09-11,8048.43,Clothing
5244,Taxi,2024-09-26,4268.79,Transportation
5245,Cafe,2024-09-17,3844.31,Food
5246,Restaurant,2024-09-20,9072.92,Food
5247,Yoga,2024-09-14,2611.42,Sports
5248,Charity,2024-09-20,7580.46,Others
5249,Meat,2024-09-28,1375.64,Food
5250,Belt,2024-09-05,8076.14,Clothing
5251,Subscription,2024-09-09,2049.24,Communication
5252,Cycling,2024-09-24,2582.30,Sports
5253,Calling Card,2024-09-17,4847.40,Communication
5254,Concert,2024-09-11,7881.45,Entertainment
5255,Metro,2024-09-13,7443.40,Transportation
5256,Hospital Bill,2024-09-24,6593.14,Medical
5257,Rent,2024-09-09,9024.26,Home
5258,Cycling,2024-09-01,5913.18,Sports
5259,Dress,2024-09-16,2236.83,Clothing
5260,Ride Sharing,2024-09-14,5330.34,Transportation
5261,Maintenance,2024-09-05,6769.75,Home
5262,Game,2024-09-26,5034.05,Entertainment
5263,Taxi,2024-09-16,2011.27,Travel
5264,Coat,2024-09-03,1224.14,Clothing
5265,Cruise,2024-09-25,9001.92,Travel
5266,Notebook,2024-09-15,1418.25,Education
5267,Toll,2024-09-09,3219.98,Transportation
5268,Gym,2024-09-05,5631.50,Sports
5269,Maintenance,2024-09-25,3070.08,Home
5270,Vegetables,2024-09-07,7646.25,Food
5271,Running,2024-09-18,1875.81,Sports
5272,Postage,2024-09-14,2706.10,Communication
5273,Health Check,2024-09-26,583.39,Medical
5274,Subscription,2024-09-26,6273.94,Communication
5275,Toll,2024-09-07,2302.10,Transportation
5276,Socks,2024-09-19,4835.87,Clothing
5277,Backpack,2024-09-24,7492.48,Education
5278,Water Bill,2024-09-09,7466.80,Home
5279,Roaming,2024-09-04,2317.98,Communication
5280,Medicine,2024-09-19,7845.11,Medical
5281,Charity,2024-09-03,1523.81,Others
5282,Therapy,2024-09-02,6650.73,Medical
5283,Gift,2024-09-19,7009.58,Others
5284,Doctor Visit,2024-09-10,492.97,Medical
5285,Gas,2024-09-18,6284.11,Home
5286,Gift,2024-09-02,2034.15,Others
5287,Laundry,2024-09-12,6551.04,Others
